11/15/2019 09:36:29 AM - root - WARNING - user_id:; username:Unknow; action:Login; sql_table:Users; acceptance:Reject;
12/04/2019 10:05:56 AM - root - INFO - USER_ID:; USERNAME:Admin; ACTION:Authentication; SQL_TABLE:6b0cc904d081a8c11cfdaec667f05132cbfa8a57f5040d27d5fc0f2fc50d0dc6; ACCEPTANCE:Accepted;
12/04/2019 10:05:57 AM - root - INFO - USER_ID:; USERNAME:Admin; ACTION:Scoreboard access; SQL_TABLE:f48570f44b238ff72ec0b62c0b324d31ae82a0f236436c8e6aa3f655ff8f04ee; ACCEPTANCE:Request;
12/04/2019 10:05:57 AM - root - INFO - USER_ID:; USERNAME:Admin; ACTION:Scoreboard access; SQL_TABLE:f48570f44b238ff72ec0b62c0b324d31ae82a0f236436c8e6aa3f655ff8f04ee; ACCEPTANCE:Accept;
12/04/2019 10:05:58 AM - root - INFO - USER_ID:; USERNAME:Admin; ACTION:Authorization - operation:4; SQL_TABLE:6b0cc904d081a8c11cfdaec667f05132cbfa8a57f5040d27d5fc0f2fc50d0dc6; ACCEPTANCE:Accepted;
12/04/2019 10:06:45 AM - root - INFO - USER_ID:; USERNAME:Admin; ACTION:Authentication; SQL_TABLE:6b0cc904d081a8c11cfdaec667f05132cbfa8a57f5040d27d5fc0f2fc50d0dc6; ACCEPTANCE:Request;
12/04/2019 10:06:46 AM - root - INFO - USER_ID:; USERNAME:Admin; ACTION:Authentication; SQL_TABLE:6b0cc904d081a8c11cfdaec667f05132cbfa8a57f5040d27d5fc0f2fc50d0dc6; ACCEPTANCE:Accepted;
12/04/2019 10:06:47 AM - root - INFO - USER_ID:; USERNAME:Admin; ACTION:Scoreboard access; SQL_TABLE:f48570f44b238ff72ec0b62c0b324d31ae82a0f236436c8e6aa3f655ff8f04ee; ACCEPTANCE:Request;
12/04/2019 10:06:47 AM - root - INFO - USER_ID:; USERNAME:Admin; ACTION:Scoreboard access; SQL_TABLE:f48570f44b238ff72ec0b62c0b324d31ae82a0f236436c8e6aa3f655ff8f04ee; ACCEPTANCE:Accept;
12/04/2019 10:06:48 AM - root - INFO - USER_ID:; USERNAME:Admin; ACTION:Authorization - operation:4; SQL_TABLE:6b0cc904d081a8c11cfdaec667f05132cbfa8a57f5040d27d5fc0f2fc50d0dc6; ACCEPTANCE:Accepted;
12/04/2019 10:07:13 AM - root - INFO - USER_ID:; USERNAME:Admin; ACTION:Authorization - operation:4; SQL_TABLE:6b0cc904d081a8c11cfdaec667f05132cbfa8a57f5040d27d5fc0f2fc50d0dc6; ACCEPTANCE:Accepted;
12/04/2019 10:07:25 AM - root - INFO - USER_ID:; USERNAME:Admin; ACTION:Authentication; SQL_TABLE:6b0cc904d081a8c11cfdaec667f05132cbfa8a57f5040d27d5fc0f2fc50d0dc6; ACCEPTANCE:Request;
12/04/2019 10:07:26 AM - root - INFO - USER_ID:; USERNAME:Admin; ACTION:Authentication; SQL_TABLE:6b0cc904d081a8c11cfdaec667f05132cbfa8a57f5040d27d5fc0f2fc50d0dc6; ACCEPTANCE:Accepted;
12/04/2019 10:07:27 AM - root - INFO - USER_ID:; USERNAME:Admin; ACTION:Scoreboard access; SQL_TABLE:f48570f44b238ff72ec0b62c0b324d31ae82a0f236436c8e6aa3f655ff8f04ee; ACCEPTANCE:Request;
12/04/2019 10:07:27 AM - root - INFO - USER_ID:; USERNAME:Admin; ACTION:Scoreboard access; SQL_TABLE:f48570f44b238ff72ec0b62c0b324d31ae82a0f236436c8e6aa3f655ff8f04ee; ACCEPTANCE:Accept;
12/04/2019 10:07:28 AM - root - INFO - USER_ID:; USERNAME:Admin; ACTION:Authorization - operation:4; SQL_TABLE:6b0cc904d081a8c11cfdaec667f05132cbfa8a57f5040d27d5fc0f2fc50d0dc6; ACCEPTANCE:Accepted;
12/04/2019 10:12:54 AM - root - INFO - USER_ID:; USERNAME:K; ACTION:Authentication; SQL_TABLE:6b0cc904d081a8c11cfdaec667f05132cbfa8a57f5040d27d5fc0f2fc50d0dc6; ACCEPTANCE:Request;
12/04/2019 10:12:54 AM - root - INFO - USER_ID:; USERNAME:K; ACTION:Authentication; SQL_TABLE:6b0cc904d081a8c11cfdaec667f05132cbfa8a57f5040d27d5fc0f2fc50d0dc6; ACCEPTANCE:Rejected;
12/04/2019 10:12:59 AM - root - INFO - USER_ID:; USERNAME:Admin; ACTION:Authentication; SQL_TABLE:6b0cc904d081a8c11cfdaec667f05132cbfa8a57f5040d27d5fc0f2fc50d0dc6; ACCEPTANCE:Request;
12/04/2019 10:13:00 AM - root - INFO - USER_ID:; USERNAME:Admin; ACTION:Authentication; SQL_TABLE:6b0cc904d081a8c11cfdaec667f05132cbfa8a57f5040d27d5fc0f2fc50d0dc6; ACCEPTANCE:Accepted;
12/04/2019 10:13:02 AM - root - INFO - USER_ID:; USERNAME:Admin; ACTION:Scoreboard access; SQL_TABLE:f48570f44b238ff72ec0b62c0b324d31ae82a0f236436c8e6aa3f655ff8f04ee; ACCEPTANCE:Request;
12/04/2019 10:13:02 AM - root - INFO - USER_ID:; USERNAME:Admin; ACTION:Scoreboard access; SQL_TABLE:f48570f44b238ff72ec0b62c0b324d31ae82a0f236436c8e6aa3f655ff8f04ee; ACCEPTANCE:Accept;
12/04/2019 10:13:04 AM - root - INFO - USER_ID:; USERNAME:Admin; ACTION:Authorization - operation:4; SQL_TABLE:6b0cc904d081a8c11cfdaec667f05132cbfa8a57f5040d27d5fc0f2fc50d0dc6; ACCEPTANCE:Accepted;
12/04/2019 10:14:23 AM - root - INFO - USER_ID:; USERNAME:Admin; ACTION:Authentication; SQL_TABLE:6b0cc904d081a8c11cfdaec667f05132cbfa8a57f5040d27d5fc0f2fc50d0dc6; ACCEPTANCE:Request;
12/04/2019 10:14:24 AM - root - INFO - USER_ID:; USERNAME:Admin; ACTION:Authentication; SQL_TABLE:6b0cc904d081a8c11cfdaec667f05132cbfa8a57f5040d27d5fc0f2fc50d0dc6; ACCEPTANCE:Accepted;
12/04/2019 10:14:25 AM - root - INFO - USER_ID:; USERNAME:Admin; ACTION:Scoreboard access; SQL_TABLE:f48570f44b238ff72ec0b62c0b324d31ae82a0f236436c8e6aa3f655ff8f04ee; ACCEPTANCE:Request;
12/04/2019 10:14:25 AM - root - INFO - USER_ID:; USERNAME:Admin; ACTION:Scoreboard access; SQL_TABLE:f48570f44b238ff72ec0b62c0b324d31ae82a0f236436c8e6aa3f655ff8f04ee; ACCEPTANCE:Accept;
12/04/2019 10:14:26 AM - root - INFO - USER_ID:; USERNAME:Admin; ACTION:Authorization - operation:4; SQL_TABLE:6b0cc904d081a8c11cfdaec667f05132cbfa8a57f5040d27d5fc0f2fc50d0dc6; ACCEPTANCE:Accepted;
12/04/2019 10:14:52 AM - root - INFO - USER_ID:; USERNAME:Admin; ACTION:Authentication; SQL_TABLE:6b0cc904d081a8c11cfdaec667f05132cbfa8a57f5040d27d5fc0f2fc50d0dc6; ACCEPTANCE:Request;
12/04/2019 10:14:53 AM - root - INFO - USER_ID:; USERNAME:Admin; ACTION:Authentication; SQL_TABLE:6b0cc904d081a8c11cfdaec667f05132cbfa8a57f5040d27d5fc0f2fc50d0dc6; ACCEPTANCE:Accepted;
12/04/2019 10:14:54 AM - root - INFO - USER_ID:; USERNAME:Admin; ACTION:Scoreboard access; SQL_TABLE:f48570f44b238ff72ec0b62c0b324d31ae82a0f236436c8e6aa3f655ff8f04ee; ACCEPTANCE:Request;
12/04/2019 10:14:54 AM - root - INFO - USER_ID:; USERNAME:Admin; ACTION:Scoreboard access; SQL_TABLE:f48570f44b238ff72ec0b62c0b324d31ae82a0f236436c8e6aa3f655ff8f04ee; ACCEPTANCE:Accept;
12/04/2019 10:14:55 AM - root - INFO - USER_ID:; USERNAME:Admin; ACTION:Authorization - operation:4; SQL_TABLE:6b0cc904d081a8c11cfdaec667f05132cbfa8a57f5040d27d5fc0f2fc50d0dc6; ACCEPTANCE:Accepted;
12/04/2019 10:15:21 AM - root - INFO - USER_ID:; USERNAME:Admin; ACTION:Authentication; SQL_TABLE:6b0cc904d081a8c11cfdaec667f05132cbfa8a57f5040d27d5fc0f2fc50d0dc6; ACCEPTANCE:Request;
12/04/2019 10:15:22 AM - root - INFO - USER_ID:; USERNAME:Admin; ACTION:Authentication; SQL_TABLE:6b0cc904d081a8c11cfdaec667f05132cbfa8a57f5040d27d5fc0f2fc50d0dc6; ACCEPTANCE:Accepted;
12/04/2019 10:15:23 AM - root - INFO - USER_ID:; USERNAME:Admin; ACTION:Scoreboard access; SQL_TABLE:f48570f44b238ff72ec0b62c0b324d31ae82a0f236436c8e6aa3f655ff8f04ee; ACCEPTANCE:Request;
12/04/2019 10:15:23 AM - root - INFO - USER_ID:; USERNAME:Admin; ACTION:Scoreboard access; SQL_TABLE:f48570f44b238ff72ec0b62c0b324d31ae82a0f236436c8e6aa3f655ff8f04ee; ACCEPTANCE:Accept;
12/04/2019 10:15:25 AM - root - INFO - USER_ID:; USERNAME:Admin; ACTION:Authorization - operation:4; SQL_TABLE:6b0cc904d081a8c11cfdaec667f05132cbfa8a57f5040d27d5fc0f2fc50d0dc6; ACCEPTANCE:Accepted;
12/04/2019 10:16:02 AM - root - INFO - USER_ID:; USERNAME:Admin; ACTION:Authentication; SQL_TABLE:6b0cc904d081a8c11cfdaec667f05132cbfa8a57f5040d27d5fc0f2fc50d0dc6; ACCEPTANCE:Request;
12/04/2019 10:16:04 AM - root - INFO - USER_ID:; USERNAME:Admin; ACTION:Authentication; SQL_TABLE:6b0cc904d081a8c11cfdaec667f05132cbfa8a57f5040d27d5fc0f2fc50d0dc6; ACCEPTANCE:Accepted;
12/04/2019 10:16:05 AM - root - INFO - USER_ID:; USERNAME:Admin; ACTION:Scoreboard access; SQL_TABLE:f48570f44b238ff72ec0b62c0b324d31ae82a0f236436c8e6aa3f655ff8f04ee; ACCEPTANCE:Request;
12/04/2019 10:16:05 AM - root - INFO - USER_ID:; USERNAME:Admin; ACTION:Scoreboard access; SQL_TABLE:f48570f44b238ff72ec0b62c0b324d31ae82a0f236436c8e6aa3f655ff8f04ee; ACCEPTANCE:Accept;
12/04/2019 10:16:06 AM - root - INFO - USER_ID:; USERNAME:Admin; ACTION:Authorization - operation:4; SQL_TABLE:6b0cc904d081a8c11cfdaec667f05132cbfa8a57f5040d27d5fc0f2fc50d0dc6; ACCEPTANCE:Accepted;
12/04/2019 10:26:38 AM - root - INFO - USER_ID:; USERNAME:Admin; ACTION:Authentication; SQL_TABLE:6b0cc904d081a8c11cfdaec667f05132cbfa8a57f5040d27d5fc0f2fc50d0dc6; ACCEPTANCE:Request;
12/04/2019 10:26:39 AM - root - INFO - USER_ID:; USERNAME:Admin; ACTION:Authentication; SQL_TABLE:6b0cc904d081a8c11cfdaec667f05132cbfa8a57f5040d27d5fc0f2fc50d0dc6; ACCEPTANCE:Accepted;
12/04/2019 10:26:41 AM - root - INFO - USER_ID:; USERNAME:Admin; ACTION:Scoreboard access; SQL_TABLE:f48570f44b238ff72ec0b62c0b324d31ae82a0f236436c8e6aa3f655ff8f04ee; ACCEPTANCE:Request;
12/04/2019 10:26:41 AM - root - INFO - USER_ID:; USERNAME:Admin; ACTION:Scoreboard access; SQL_TABLE:f48570f44b238ff72ec0b62c0b324d31ae82a0f236436c8e6aa3f655ff8f04ee; ACCEPTANCE:Accept;
12/04/2019 10:30:42 AM - root - INFO - USER_ID:; USERNAME:Admin; ACTION:Authentication; SQL_TABLE:6b0cc904d081a8c11cfdaec667f05132cbfa8a57f5040d27d5fc0f2fc50d0dc6; ACCEPTANCE:Request;
12/04/2019 10:30:43 AM - root - INFO - USER_ID:; USERNAME:Admin; ACTION:Authentication; SQL_TABLE:6b0cc904d081a8c11cfdaec667f05132cbfa8a57f5040d27d5fc0f2fc50d0dc6; ACCEPTANCE:Accepted;
12/04/2019 10:30:44 AM - root - INFO - USER_ID:; USERNAME:Admin; ACTION:Scoreboard access; SQL_TABLE:f48570f44b238ff72ec0b62c0b324d31ae82a0f236436c8e6aa3f655ff8f04ee; ACCEPTANCE:Request;
12/04/2019 10:30:44 AM - root - INFO - USER_ID:; USERNAME:Admin; ACTION:Scoreboard access; SQL_TABLE:f48570f44b238ff72ec0b62c0b324d31ae82a0f236436c8e6aa3f655ff8f04ee; ACCEPTANCE:Accept;
12/04/2019 10:30:45 AM - root - INFO - USER_ID:; USERNAME:Admin; ACTION:Authorization - operation:3; SQL_TABLE:6b0cc904d081a8c11cfdaec667f05132cbfa8a57f5040d27d5fc0f2fc50d0dc6; ACCEPTANCE:Accepted;
12/04/2019 10:35:09 AM - root - INFO - USER_ID:; USERNAME:Admin; ACTION:Authentication; SQL_TABLE:6b0cc904d081a8c11cfdaec667f05132cbfa8a57f5040d27d5fc0f2fc50d0dc6; ACCEPTANCE:Request;
12/04/2019 10:35:10 AM - root - INFO - USER_ID:; USERNAME:Admin; ACTION:Authentication; SQL_TABLE:6b0cc904d081a8c11cfdaec667f05132cbfa8a57f5040d27d5fc0f2fc50d0dc6; ACCEPTANCE:Accepted;
12/04/2019 10:35:11 AM - root - INFO - USER_ID:; USERNAME:Admin; ACTION:Scoreboard access; SQL_TABLE:f48570f44b238ff72ec0b62c0b324d31ae82a0f236436c8e6aa3f655ff8f04ee; ACCEPTANCE:Request;
12/04/2019 10:35:11 AM - root - INFO - USER_ID:; USERNAME:Admin; ACTION:Scoreboard access; SQL_TABLE:f48570f44b238ff72ec0b62c0b324d31ae82a0f236436c8e6aa3f655ff8f04ee; ACCEPTANCE:Accept;
12/04/2019 10:35:13 AM - root - INFO - USER_ID:; USERNAME:Admin; ACTION:Authorization - operation:3; SQL_TABLE:6b0cc904d081a8c11cfdaec667f05132cbfa8a57f5040d27d5fc0f2fc50d0dc6; ACCEPTANCE:Accepted;
12/04/2019 10:38:43 AM - root - INFO - USER_ID:; USERNAME:Admin; ACTION:Authentication; SQL_TABLE:6b0cc904d081a8c11cfdaec667f05132cbfa8a57f5040d27d5fc0f2fc50d0dc6; ACCEPTANCE:Request;
12/04/2019 10:38:44 AM - root - INFO - USER_ID:; USERNAME:Admin; ACTION:Authentication; SQL_TABLE:6b0cc904d081a8c11cfdaec667f05132cbfa8a57f5040d27d5fc0f2fc50d0dc6; ACCEPTANCE:Accepted;
12/04/2019 10:38:45 AM - root - INFO - USER_ID:; USERNAME:Admin; ACTION:Scoreboard access; SQL_TABLE:f48570f44b238ff72ec0b62c0b324d31ae82a0f236436c8e6aa3f655ff8f04ee; ACCEPTANCE:Request;
12/04/2019 10:38:45 AM - root - INFO - USER_ID:; USERNAME:Admin; ACTION:Scoreboard access; SQL_TABLE:f48570f44b238ff72ec0b62c0b324d31ae82a0f236436c8e6aa3f655ff8f04ee; ACCEPTANCE:Accept;
12/04/2019 10:38:47 AM - root - INFO - USER_ID:; USERNAME:Admin; ACTION:Authorization - operation:3; SQL_TABLE:6b0cc904d081a8c11cfdaec667f05132cbfa8a57f5040d27d5fc0f2fc50d0dc6; ACCEPTANCE:Accepted;
12/04/2019 10:39:32 AM - root - INFO - USER_ID:; USERNAME:Admin; ACTION:Authentication; SQL_TABLE:6b0cc904d081a8c11cfdaec667f05132cbfa8a57f5040d27d5fc0f2fc50d0dc6; ACCEPTANCE:Request;
12/04/2019 10:39:33 AM - root - INFO - USER_ID:; USERNAME:Admin; ACTION:Authentication; SQL_TABLE:6b0cc904d081a8c11cfdaec667f05132cbfa8a57f5040d27d5fc0f2fc50d0dc6; ACCEPTANCE:Accepted;
12/04/2019 10:39:35 AM - root - INFO - USER_ID:; USERNAME:Admin; ACTION:Scoreboard access; SQL_TABLE:f48570f44b238ff72ec0b62c0b324d31ae82a0f236436c8e6aa3f655ff8f04ee; ACCEPTANCE:Request;
12/04/2019 10:39:35 AM - root - INFO - USER_ID:; USERNAME:Admin; ACTION:Scoreboard access; SQL_TABLE:f48570f44b238ff72ec0b62c0b324d31ae82a0f236436c8e6aa3f655ff8f04ee; ACCEPTANCE:Accept;
12/04/2019 10:39:36 AM - root - INFO - USER_ID:; USERNAME:Admin; ACTION:Authorization - operation:3; SQL_TABLE:6b0cc904d081a8c11cfdaec667f05132cbfa8a57f5040d27d5fc0f2fc50d0dc6; ACCEPTANCE:Accepted;
12/04/2019 10:41:18 AM - root - INFO - USER_ID:; USERNAME:Admin; ACTION:Authentication; SQL_TABLE:6b0cc904d081a8c11cfdaec667f05132cbfa8a57f5040d27d5fc0f2fc50d0dc6; ACCEPTANCE:Request;
12/04/2019 10:41:19 AM - root - INFO - USER_ID:; USERNAME:Admin; ACTION:Authentication; SQL_TABLE:6b0cc904d081a8c11cfdaec667f05132cbfa8a57f5040d27d5fc0f2fc50d0dc6; ACCEPTANCE:Accepted;
12/04/2019 10:41:20 AM - root - INFO - USER_ID:; USERNAME:Admin; ACTION:Scoreboard access; SQL_TABLE:f48570f44b238ff72ec0b62c0b324d31ae82a0f236436c8e6aa3f655ff8f04ee; ACCEPTANCE:Request;
12/04/2019 10:41:20 AM - root - INFO - USER_ID:; USERNAME:Admin; ACTION:Scoreboard access; SQL_TABLE:f48570f44b238ff72ec0b62c0b324d31ae82a0f236436c8e6aa3f655ff8f04ee; ACCEPTANCE:Accept;
